Photon Energy / eV,4p,5s,4d,5p,6s,4f,5d,6p,7s,6d,5f,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18
10.2,,,,,,,,,0.0028000000000000013,8.993,,,,,,,,
10.21362017100584,,,,,,,,,0.0028239344469464453,8.987784289757402,,,,,,,,
10.22725852917425,,,,,,,,,0.002848073485946689,8.982571604493494,,,,,,,,
10.24091509879075,,,,,,,,,0.0028724188658570335,8.977361942453859,,,,,,,,
10.25458990417328,,,,,,,,,0.002896972350483043,8.972155301885111,,,,,,,,
10.26828296967226,,,,,,,,,0.0029217357187073115,8.966951681034871,,,,,,,,
10.281994319670622,,,,,,,,,0.0029467107646183608,8.961751078151778,,,,,,,,
10.29572397858386,,,,,,,,,0.00297189929764061,8.956553491485488,,,,,,,,
10.30947197086006,,,,,,,,,0.0029973031426654534,8.951358919286676,,,,,,,,
10.323238320979964,,,,,,,,,0.0030229241401835017,8.94616735980703,,,,,,,,
10.337023053457003,,,,,,,,,0.003048764146417914,8.94097881129924,,,,,,,,
10.350826192837335,,,,,,,,,0.003074825033458864,8.93579327201703,,,,,,,,
10.3646477636999,,,,,,,,,0.003101108689399192,8.930610740215117,,,,,,,,
10.378487790656457,,,,,,,,,0.003127617018471188,8.925431214149244,,,,,,,,
10.39234629835163,,,,,,,,,0.003154351941184543,8.920254692076162,,,,,,,,
10.406223311462949,,,,,,,,,0.003181315394465508,8.915081172253629,,,,,,,,
10.420118854700899,,,,,,,,,0.003208509331797201,8.909910652940418,,,,,,,,
10.434032952808957,,,,,,,,,0.0032359357233611575,8.904743132396309,,,,,,,,
10.447965630563646,,,,,,,,,0.003263596556180047,8.899578608882093,,,,,,,,
10.461916912774575,,,,,,,,,0.003291493834261663,8.89441708065957,,,,,,,,
10.475886824284464,,,,,,,,,0.00331962957874405,8.889258545991547,,,,,,,,
10.489875389969226,,,,,,,,,0.0033480058280420154,8.88410300314184,,,,,,,,
10.503882634737984,,,,,,,,,0.00337662463799475,8.878950450375267,,,,,,,,
10.51790858353312,,,,,,,,,0.0034054880820148,8.873800885957662,,,,,,,,
10.531953261330328,,,,,,,,,0.0034345982512382785,8.868654308155854,,,,,,,,
10.546016693138645,,,,,,,,,0.003463957254676354,8.863510715237684,,,,,,,,
10.560098904000506,,,,,,,,,0.003493567219368072,8.858370105471996,,,,,,,,
10.574199918991788,,,,,,,,,0.0035234302905344287,8.853232477128635,,,,,,,,
10.588319763221847,,,,,,,,,0.0035535486317338216,8.84809782847846,,,,,,,,
10.602458461833573,,,,,,,,,0.0035839244250187646,8.842966157793315,,,,,,,,
10.616616040003423,,,,,,,,,0.0036145598710940058,8.83783746334606,,,,,,,,
10.630792522941482,,,,,,,,,0.003645457189475954,8.83271174341056,,,,,,,,
10.644987935891493,,,,,,,,,0.0036766186186534848,8.82758899626166,,,,,,,,
10.659202304130899,,,,,,,,,0.003708046416250081,8.822469220175234,,,,,,,,
10.673435652970909,,,,,,,,,0.0037397428591874698,8.817352413428134,,,,,,,,
10.687688007756526,,,,,,,,,0.003771710243850532,8.81223857429822,,,,,,,,
10.701959393866595,,,,,,,,,0.0038039508862536746,8.807127701064354,,,,,,,,
10.716249836713851,,,,,,,,,0.0038364671222086487,8.802019792006385,,,,,,,,
10.730559361744964,,,,,,,,,0.003869261307493748,8.796914845405174,,,,,,,,
10.74488799444058,,,,,,,,,0.003902335818024515,8.791812859542565,,,,,,,,
10.75923576031537,,,,,,,,,0.003935693050025842,8.786713832701407,,,,,,,,
10.77360268491808,,,,,,,,,0.003969335420205603,8.78161776316555,,,,,,,,
10.787988793831566,,,,,,,,,0.0040032653659297325,8.776524649219821,,,,,,,,
10.802394112672848,,,,,,,,,0.004037485345398797,8.771434489150064,,,,,,,,
10.816818667093155,,,,,,,,,0.004071997837826132,8.766347281243098,,,,,,,,
10.831262482777957,,,,,,,,,0.004106805343617377,8.76126302378675,,,,,,,,
10.845725585447031,,,,,,,,,0.004141910384551731,8.756181715069829,,,,,,,,
10.860208000854502,,,,,,,,,0.00417731550396458,8.751103353382145,,,,,,,,
10.874709754788878,,,,,,,,,0.004213023266931798,8.7460279370145,,,,,,,,
10.889230873073103,,,,,,,,,0.004249036260455552,8.740955464258674,,,,,,,,
10.903771381564605,,,,,,,,,0.004285357093651767,8.735885933407456,,,,,,,,
10.91833130615534,,,,,,,,,0.004321988397939115,8.730819342754609,,,,,,,,
10.932910672771834,,,,,,,,,0.004358932827229694,8.725755690594898,,,,,,,,
10.947509507375239,,,,,,,,,0.004396193058121284,8.720694975224074,,,,,,,,
10.962127835961367,,,,,,,,,0.0044337717900912585,8.71563719493887,,,,,,,,
10.976765684560746,,,,,,,,,0.004471671745692183,8.710582348037013,,,,,,,,
10.991423079238663,,,,,,,,,0.004509895670749034,8.705530432817215,,,,,,,,
11.006100046095213,,,,,,,,,0.004548446334558174,8.700481447579174,,,,,,,,
11.02079661126533,,,,,,,,,0.004587326530087898,8.69543539062358,,,,,,,,
11.035512800918863,,,,,,,,,0.004626539074180904,8.690392260252098,,,,,,,,
11.050248641260591,,,,,,,,,0.0046660868077582724,8.68535205476739,,,,,,,,
11.0650041585303,,,,,,,,,0.004705972596025346,8.680314772473093,,,,,,,,
11.079779379002801,,,,,,,,,0.00474619932867927,8.675280411673834,,,,,,,,
11.094574328987996,,,,,,,,,0.004786769920118384,8.670248970675214,,,,,,,,
11.109389034830919,,,,,,,,,0.004827687309653356,8.66522044778383,,,,,,,,
11.124223522911782,,,,,,,,,0.004868954461720113,8.660194841307252,,,,,,,,
