Photon Energy / eV,3s,3p,4s,3d,4p,5s,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18
10.2,,,,,,0.020000000000000004,,,,,,,,,,,,
10.21362017100584,,,,,,0.020082185853687536,,,,,,,,,,,,
10.22725852917425,,,,,,0.020164709433102394,,,,,,,,,,,,
10.24091509879075,,,,,,0.020247572126058423,,,,,,,,,,,,
10.25458990417328,,,,,,0.02033077532607242,,,,,,,,,,,,
10.26828296967226,,,,,,0.020414320432387556,,,,,,,,,,,,
10.281994319670622,,,,,,0.0204982088499969,,,,,,,,,,,,
10.29572397858386,,,,,,0.020582441989667046,,,,,,,,,,,,
10.30947197086006,,,,,,0.020667021267961792,,,,,,,,,,,,
10.323238320979964,,,,,,0.020751948107266095,,,,,,,,,,,,
10.337023053457003,,,,,,0.020837223935809845,,,,,,,,,,,,
10.350826192837335,,,,,,0.020922850187691987,,,,,,,,,,,,
10.3646477636999,,,,,,0.021008828302904587,,,,,,,,,,,,
10.378487790656457,,,,,,0.021095159727357038,,,,,,,,,,,,
10.39234629835163,,,,,,0.021181845912900423,,,,,,,,,,,,
10.406223311462949,,,,,,0.021268888317351898,,,,,,,,,,,,
10.420118854700899,,,,,,0.021356288404519225,,,,,,,,,,,,
10.434032952808957,,,,,,0.021444047644225354,,,,,,,,,,,,
10.447965630563646,,,,,,0.02153216751233319,,,,,,,,,,,,
10.461916912774575,,,,,,0.021620649490770437,,,,,,,,,,,,
10.475886824284464,,,,,,0.021709495067554332,,,,,,,,,,,,
10.489875389969226,,,,,,0.021798705736816942,,,,,,,,,,,,
10.503882634737984,,,,,,0.021888282998830125,,,,,,,,,,,,
10.51790858353312,,,,,,0.021978228360030792,,,,,,,,,,,,
10.531953261330328,,,,,,0.022068543333046226,,,,,,,,,,,,
10.546016693138645,,,,,,0.022159229436719562,,,,,,,,,,,,
10.560098904000506,,,,,,0.02225028819613531,,,,,,,,,,,,
10.574199918991788,,,,,,0.02234172114264496,,,,,,,,,,,,
10.588319763221847,,,,,,0.02243352981389281,,,,,,,,,,,,
10.602458461833573,,,,,,0.0225257157538418,,,,,,,,,,,,
10.616616040003423,,,,,,0.022618280512799408,,,,,,,,,,,,
10.630792522941482,,,,,,0.022711225647443833,,,,,,,,,,,,
10.644987935891493,,,,,,0.022804552720850135,,,,,,,,,,,,
10.659202304130899,,,,,,0.022898263302516417,,,,,,,,,,,,
10.673435652970909,,,,,,0.022992358968390376,,,,,,,,,,,,
10.687688007756526,,,,,,0.023086841300895746,,,,,,,,,,,,
10.701959393866595,,,,,,0.023181711888958893,,,,,,,,,,,,
10.716249836713851,,,,,,0.023276972328035515,,,,,,,,,,,,
10.730559361744964,,,,,,0.023372624220137552,,,,,,,,,,,,
10.74488799444058,,,,,,0.023468669173860045,,,,,,,,,,,,
10.75923576031537,,,,,,0.023565108804408257,,,,,,,,,,,,
10.77360268491808,,,,,,0.02366194473362475,,,,,,,,,,,,
10.787988793831566,,,,,,0.023759178590016757,,,,,,,,,,,,
10.802394112672848,,,,,,0.023856812008783524,,,,,,,,,,,,
10.816818667093155,,,,,,0.0239548466318438,,,,,,,,,,,,
10.831262482777957,,,,,,0.024053284107863403,,,,,,,,,,,,
10.845725585447031,,,,,,0.02415212609228309,,,,,,,,,,,,
10.860208000854502,,,,,,0.02425137424734625,,,,,,,,,,,,
10.874709754788878,,,,,,0.02435103024212695,,,,,,,,,,,,
10.889230873073103,,,,,,0.024451095752557956,,,,,,,,,,,,
10.903771381564605,,,,,,0.024551572461458948,,,,,,,,,,,,
10.91833130615534,,,,,,0.024652462058564764,,,,,,,,,,,,
10.932910672771834,,,,,,0.024753766240553896,,,,,,,,,,,,
10.947509507375239,,,,,,0.024855486711076985,,,,,,,,,,,,
10.962127835961367,,,,,,0.024957625180785436,,,,,,,,,,,,
10.976765684560746,,,,,,0.02506018336736025,,,,,,,,,,,,
10.991423079238663,,,,,,0.025163162995540878,,,,,,,,,,,,
11.006100046095213,,,,,,0.025266565797154285,,,,,,,,,,,,
11.02079661126533,,,,,,0.02537039351114385,,,,,,,,,,,,
11.035512800918863,,,,,,0.02547464788359895,,,,,,,,,,,,
11.050248641260591,,,,,,0.025579330667784107,,,,,,,,,,,,
11.0650041585303,,,,,,0.025684443624168482,,,,,,,,,,,,
11.079779379002801,,,,,,0.02578998852045556,,,,,,,,,,,,
11.094574328987996,,,,,,0.02589596713161284,,,,,,,,,,,,
11.109389034830919,,,,,,0.026002381239901635,,,,,,,,,,,,
11.124223522911782,,,,,,0.026109232634907133,,,,,,,,,,,,
11.13907781964602,,,,,,0.026216523113568445,,,,,,,,,,,,
11.153951951484348,,,,,,0.026324254480208836,,,,,,,,,,,,
11.168845944912793,,,,,,0.026432428546566026,,,,,,,,,,,,
11.183759826452752,,,,,,0.02654104713182274,,,,,,,,,,,,
11.198693622661045,,,,,,0.026650112062637288,,,,,,,,,,,,
11.213647360129933,,,,,,0.0267596251731741,,,,,,,,,,,,
11.228621065487202,,,,,,0.026869588305134882,,,,,,,,,,,,
11.243614765396194,,,,,,0.0269800033077894,,,,,,,,,,,,
11.258628486555848,,,,,,0.027090872038006555,,,,,,,,,,,,
11.273662255700762,,,,,,0.02720219636028572,,,,,,,,,,,,
11.288716099601224,,,,,,0.02731397814678802,,,,,,,,,,,,
11.303790045063277,,,,,,0.027426219277367853,,,,,,,,,,,,
11.318884118928755,,,,,,0.027538921639604447,,,,,,,,,,,,
11.333998348075333,,,,,,0.027652087128833696,,,,,,,,,,,,
11.349132759416577,,,,,,0.02776571764817997,,,,,,,,,,,,
11.364287379901992,,,,,,0.027879815108588103,,,,,,,,,,,,
11.379462236517073,,,,,,0.02799438142885564,,,,,,,,,,,,
11.394657356283334,,,,,,0.028109418535664885,,,,,,,,,,,,
11.409872766258385,,,,,,0.02822492836361559,,,,,,,,,,,,
11.425108493535966,,,,,,0.028340912855257246,,,,,,,,,,,,
