Photon Energy / eV,4s,4p,5s,4d,5p,6s,4f,5d,6p,7s,6d,5f,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18
10.2,,,,,,,,,,0.004999999999999999,9.658,,,,,,,
10.21362017100584,,,,,,,,,,0.0050350405365209945,9.65095979800815,,,,,,,
10.22725852917425,,,,,,,,,,0.005070326640881926,9.643924727973651,,,,,,,
10.24091509879075,,,,,,,,,,0.005105860034048571,9.636894786155562,,,,,,,
10.25458990417328,,,,,,,,,,0.005141642449047404,9.629869968815663,,,,,,,
10.26828296967226,,,,,,,,,,0.005177675631050154,9.622850272218466,,,,,,,
10.281994319670622,,,,,,,,,,0.005213961337458889,9.61583569263121,,,,,,,
10.29572397858386,,,,,,,,,,0.0052505013379917625,9.608826226323838,,,,,,,
10.30947197086006,,,,,,,,,,0.005287297414769249,9.601821869569035,,,,,,,
10.323238320979964,,,,,,,,,,0.005324351362401166,9.594822618642185,,,,,,,
10.337023053457003,,,,,,,,,,0.005361664988074132,9.587828469821394,,,,,,,
10.350826192837335,,,,,,,,,,0.005399240111639723,9.58083941938748,,,,,,,
10.3646477636999,,,,,,,,,,0.005437078565703235,9.573855463623973,,,,,,,
10.378487790656457,,,,,,,,,,0.005475182195713044,9.566876598817107,,,,,,,
10.39234629835163,,,,,,,,,,0.0055135528600506415,9.559902821255836,,,,,,,
10.406223311462949,,,,,,,,,,0.0055521924301212494,9.552934127231804,,,,,,,
10.420118854700899,,,,,,,,,,0.005591102790445101,9.54597051303937,,,,,,,
10.434032952808957,,,,,,,,,,0.005630285838749353,9.539011974975585,,,,,,,
10.447965630563646,,,,,,,,,,0.00566974348606062,9.532058509340207,,,,,,,
10.461916912774575,,,,,,,,,,0.005709477656798229,9.525110112435682,,,,,,,
10.475886824284464,,,,,,,,,,0.005749490288868004,9.518166780567164,,,,,,,
10.489875389969226,,,,,,,,,,0.0057897833337568405,9.511228510042487,,,,,,,
10.503882634737984,,,,,,,,,,0.005830358756627872,9.50429529717219,,,,,,,
10.51790858353312,,,,,,,,,,0.005871218536416297,9.49736713826949,,,,,,,
