Photon Energy / eV,4s,3d,4p,5s,4d,5p,6s,5d,4f,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18
10.2,,,,,,,0.0067,8.386999999999999,,,,,,,,,,
10.21362017100584,,,,,,,0.0067446607888122035,8.383353062402442,,,,,,,,,,
10.22725852917425,,,,,,,0.00678961927703594,8.379707710610758,,,,,,,,,,
10.24091509879075,,,,,,,0.006834877449072801,8.376063943935383,,,,,,,,,,
10.25458990417328,,,,,,,0.0068804373025519545,8.37242176168706,,,,,,,,,,
10.26828296967226,,,,,,,0.006926300848418347,8.368781163176829,,,,,,,,,,
10.281994319670622,,,,,,,0.006972470111021481,8.365142147716032,,,,,,,,,,
10.29572397858386,,,,,,,0.007018947128204738,8.361504714616302,,,,,,,,,,
10.30947197086006,,,,,,,0.0070657339513952935,8.357868863189584,,,,,,,,,,
10.323238320979964,,,,,,,0.007112832645694768,8.354234592748115,,,,,,,,,,
10.337023053457003,,,,,,,0.007160245289970278,8.350601902604428,,,,,,,,,,
10.350826192837335,,,,,,,0.00720797397694623,8.346970792071359,,,,,,,,,,
10.3646477636999,,,,,,,0.007256020813296716,8.343341260462045,,,,,,,,,,
10.378487790656457,,,,,,,0.007304387919738446,8.33971330708992,,,,,,,,,,
10.39234629835163,,,,,,,0.007353077431124386,8.33608693126871,,,,,,,,,,
10.406223311462949,,,,,,,0.007402091496538,8.33246213231245,,,,,,,,,,
10.420118854700899,,,,,,,0.007451432279388066,8.32883890953547,,,,,,,,,,
10.434032952808957,,,,,,,0.007501101957504213,8.32521726225239,,,,,,,,,,
10.447965630563646,,,,,,,0.0075511027232330035,8.32159718977814,,,,,,,,,,
10.461916912774575,,,,,,,0.007601436783534744,8.31797869142794,,,,,,,,,,
10.475886824284464,,,,,,,0.007652106360080819,8.31436176651731,,,,,,,,,,
10.489875389969226,,,,,,,0.007703113689351877,8.31074641436207,,,,,,,,,,
10.503882634737984,,,,,,,0.007754461022736434,8.307132634278332,,,,,,,,,,
10.51790858353312,,,,,,,0.007806150626630291,8.303520425582514,,,,,,,,,,
10.531953261330328,,,,,,,0.007858184782536587,8.29990978759132,,,,,,,,,,
10.546016693138645,,,,,,,0.007910565787166457,8.29630071962176,,,,,,,,,,
10.560098904000506,,,,,,,0.00796329595254043,8.29269322099114,,,,,,,,,,
10.574199918991788,,,,,,,0.008016377606090502,8.289087291017056,,,,,,,,,,
10.588319763221847,,,,,,,0.008069813090762804,8.285482929017407,,,,,,,,,,
10.602458461833573,,,,,,,0.00812360476512109,8.28188013431039,,,,,,,,,,
10.616616040003423,,,,,,,0.008177755003450773,8.278278906214496,,,,,,,,,,
10.630792522941482,,,,,,,0.008232266195863758,8.274679244048508,,,,,,,,,,
10.644987935891493,,,,,,,0.00828714074840397,8.27108114713151,,,,,,,,,,
10.659202304130899,,,,,,,0.008342381083153442,8.267484614782886,,,,,,,,,,
10.673435652970909,,,,,,,0.008397989638339359,8.263889646322307,,,,,,,,,,
10.687688007756526,,,,,,,0.00845396886844158,8.260296241069744,,,,,,,,,,
10.701959393866595,,,,,,,0.008510321244301044,8.256704398345466,,,,,,,,,,
10.716249836713851,,,,,,,0.008567049253228765,8.253114117470037,,,,,,,,,,
10.730559361744964,,,,,,,0.00862415539911565,8.24952539776431,,,,,,,,,,
10.74488799444058,,,,,,,0.008681642202543041,8.24593823854944,,,,,,,,,,
