Photon Energy / eV,4s,4p,5s,4d,5p,6s,4f,5d,6p,7s,5f,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18
10.2,,,,,,,,,,0.018999999999999996,,,,,,,,
10.21362017100584,,,,,,,,,,0.01906414420784643,,,,,,,,
10.22725852917425,,,,,,,,,,0.019128504967240237,,,,,,,,
10.24091509879075,,,,,,,,,,0.019193083009261827,,,,,,,,
10.25458990417328,,,,,,,,,,0.019257879067459717,,,,,,,,
10.26828296967226,,,,,,,,,,0.0193228938778589,,,,,,,,
10.281994319670622,,,,,,,,,,0.019388128178969212,,,,,,,,
10.29572397858386,,,,,,,,,,0.01945358271179371,,,,,,,,
10.30947197086006,,,,,,,,,,0.019519258219837035,,,,,,,,
10.323238320979964,,,,,,,,,,0.01958515544911395,,,,,,,,
10.337023053457003,,,,,,,,,,0.019651275148157767,,,,,,,,
10.350826192837335,,,,,,,,,,0.019717618068028867,,,,,,,,
10.3646477636999,,,,,,,,,,0.019784184962323197,,,,,,,,
10.378487790656457,,,,,,,,,,0.01985097658718086,,,,,,,,
10.39234629835163,,,,,,,,,,0.01991799370129468,,,,,,,,
10.406223311462949,,,,,,,,,,0.01998523706591888,,,,,,,,
10.420118854700899,,,,,,,,,,0.020052707444877648,,,,,,,,
10.434032952808957,,,,,,,,,,0.020120405604573847,,,,,,,,
10.447965630563646,,,,,,,,,,0.020188332313997758,,,,,,,,
10.461916912774575,,,,,,,,,,0.020256488344735778,,,,,,,,
10.475886824284464,,,,,,,,,,0.020324874470979127,,,,,,,,
10.489875389969226,,,,,,,,,,0.020393491469532767,,,,,,,,
10.503882634737984,,,,,,,,,,0.020462340119824132,,,,,,,,
10.51790858353312,,,,,,,,,,0.02053142120391205,,,,,,,,
10.531953261330328,,,,,,,,,,0.02060073550649555,,,,,,,,
10.546016693138645,,,,,,,,,,0.020670283814922804,,,,,,,,
10.560098904000506,,,,,,,,,,0.02074006691920013,,,,,,,,
10.574199918991788,,,,,,,,,,0.020810085612000873,,,,,,,,
10.588319763221847,,,,,,,,,,0.020880340688674455,,,,,,,,
10.602458461833573,,,,,,,,,,0.02095083294725544,,,,,,,,
10.616616040003423,,,,,,,,,,0.02102156318847253,,,,,,,,
10.630792522941482,,,,,,,,,,0.021092532215757704,,,,,,,,
10.644987935891493,,,,,,,,,,0.021163740835255365,,,,,,,,
10.659202304130899,,,,,,,,,,0.02123518985583139,,,,,,,,
10.673435652970909,,,,,,,,,,0.02130688008908249,,,,,,,,
10.687688007756526,,,,,,,,,,0.02137881234934529,,,,,,,,
10.701959393866595,,,,,,,,,,0.021450987453705623,,,,,,,,
10.716249836713851,,,,,,,,,,0.02152340622200781,,,,,,,,
10.730559361744964,,,,,,,,,,0.021596069476864006,,,,,,,,
10.74488799444058,,,,,,,,,,0.021668978043663478,,,,,,,,
10.75923576031537,,,,,,,,,,0.021742132750582024,,,,,,,,
10.77360268491808,,,,,,,,,,0.021815534428591396,,,,,,,,
10.787988793831566,,,,,,,,,,0.021889183911468692,,,,,,,,
10.802394112672848,,,,,,,,,,0.021963082035805843,,,,,,,,
10.816818667093155,,,,,,,,,,0.022037229641019195,,,,,,,,
10.831262482777957,,,,,,,,,,0.02211162756935882,,,,,,,,
10.845725585447031,,,,,,,,,,0.022186276665918395,,,,,,,,
10.860208000854502,,,,,,,,,,0.02226117777864456,,,,,,,,
10.874709754788878,,,,,,,,,,0.022336331758346643,,,,,,,,
10.889230873073103,,,,,,,,,,0.022411739458706344,,,,,,,,
10.903771381564605,,,,,,,,,,0.022487401736287365,,,,,,,,
10.91833130615534,,,,,,,,,,0.02256331945054519,,,,,,,,
10.932910672771834,,,,,,,,,,0.022639493463836823,,,,,,,,
10.947509507375239,,,,,,,,,,0.02271592464143063,,,,,,,,
10.962127835961367,,,,,,,,,,0.022792613851516097,,,,,,,,
10.976765684560746,,,,,,,,,,0.022869561965213725,,,,,,,,
10.991423079238663,,,,,,,,,,0.022946769856584965,,,,,,,,
11.006100046095213,,,,,,,,,,0.0230242384026421,,,,,,,,
11.02079661126533,,,,,,,,,,0.02310196848335815,,,,,,,,
11.035512800918863,,,,,,,,,,0.023179960981677006,,,,,,,,
11.050248641260591,,,,,,,,,,0.02325821678352336,,,,,,,,
11.0650041585303,,,,,,,,,,0.023336736777812818,,,,,,,,
11.079779379002801,,,,,,,,,,0.02341552185646195,,,,,,,,
11.094574328987996,,,,,,,,,,0.023494572914398448,,,,,,,,
11.109389034830919,,,,,,,,,,0.02357389084957131,,,,,,,,
11.124223522911782,,,,,,,,,,0.023653476562960997,,,,,,,,
11.13907781964602,,,,,,,,,,0.023733330958589687,,,,,,,,
11.153951951484348,,,,,,,,,,0.02381345494353158,,,,,,,,
11.168845944912793,,,,,,,,,,0.023893849427923136,,,,,,,,
11.183759826452752,,,,,,,,,,0.02397451532497346,,,,,,,,
11.198693622661045,,,,,,,,,,0.024055453550974673,,,,,,,,
11.213647360129933,,,,,,,,,,0.02413666502531224,,,,,,,,
11.228621065487202,,,,,,,,,,0.024218150670475575,,,,,,,,
11.243614765396194,,,,,,,,,,0.024299911412068376,,,,,,,,
11.258628486555848,,,,,,,,,,0.0243819481788192,,,,,,,,
11.273662255700762,,,,,,,,,,0.02446426190259199,,,,,,,,
11.288716099601224,,,,,,,,,,0.024546853518396694,,,,,,,,
11.303790045063277,,,,,,,,,,0.024629723964399854,,,,,,,,
11.318884118928755,,,,,,,,,,0.02471287418193525,,,,,,,,
11.333998348075333,,,,,,,,,,0.02479630511551466,,,,,,,,
11.349132759416577,,,,,,,,,,0.024880017712838515,,,,,,,,
11.364287379901992,,,,,,,,,,0.024964012924806673,,,,,,,,
11.379462236517073,,,,,,,,,,0.025048291705529337,,,,,,,,
11.394657356283334,,,,,,,,,,0.02513285501233762,,,,,,,,
11.409872766258385,,,,,,,,,,0.02521770380579476,,,,,,,,
11.425108493535966,,,,,,,,,,0.0253028390497068,,,,,,,,
11.440364565245988,,,,,,,,,,0.02538826171113359,,,,,,,,
11.455641008554595,,,,,,,,,,0.02547397276039983,,,,,,,,
11.470937850664205,,,,,,,,,,0.025559973171106014,,,,,,,,
11.48625511881356,,,,,,,,,,0.025646263920139512,,,,,,,,
11.50159284027777,,,,,,,,,,0.02573284598768572,,,,,,,,
11.516951042368369,,,,,,,,,,0.025819720357239107,,,,,,,,
11.532329752433364,,,,,,,,,,0.025906888015614454,,,,,,,,
11.547728997857273,,,,,,,,,,0.02599434995295801,,,,,,,,
11.563148806061186,,,,,,,,,,0.026082107162758827,,,,,,,,
11.578589204502812,,,,,,,,,,0.02617016064185996,,,,,,,,
11.594050220676507,,,,,,,,,,0.02625851139046975,,,,,,,,
11.60953188211336,,,,,,,,,,0.026347160412173342,,,,,,,,
11.625034216381218,,,,,,,,,,0.02643610871394395,,,,,,,,
11.640557251084733,,,,,,,,,,0.02652535730615438,,,,,,,,
11.656101013865422,,,,,,,,,,0.026614907202588425,,,,,,,,
11.671665532401715,,,,,,,,,,0.02670475942045243,,,,,,,,
11.687250834408998,,,,,,,,,,0.02679491498038688,,,,,,,,
11.702856947639663,,,,,,,,,,0.026885374906477907,,,,,,,,
11.718483899883166,,,,,,,,,,0.026976140226268968,,,,,,,,
11.734131718966067,,,,,,,,,,0.027067211970772564,,,,,,,,
11.749800432752084,,,,,,,,,,0.027158591174481866,,,,,,,,
11.765490069142146,,,,,,,,,,0.02725027887538254,,,,,,,,
11.781200656074423,,,,,,,,,,0.027342276114964426,,,,,,,,
11.796932221524408,,,,,,,,,,0.02743458393823351,,,,,,,,
11.812684793504943,,,,,,,,,,0.027527203393723748,,,,,,,,
