Photon Energy / eV,4s,4p,5s,4d,5p,6s,4f,5d,6p,7s,6d,5f,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18
10.2,,,,,,,,,,0.016,11.449999999999998,,,,,,,
10.21362017100584,,,,,,,,,,0.016068187854909263,11.435006829437306,,,,,,,
10.22725852917425,,,,,,,,,,0.016136666308790838,11.420033291639983,,,,,,,
10.24091509879075,,,,,,,,,,0.016205436600102277,11.405079360899968,,,,,,,
10.25458990417328,,,,,,,,,,0.01627449997257909,11.39014501154285,,,,,,,
10.26828296967226,,,,,,,,,,0.01634385767525728,11.375230217927836,,,,,,,
10.281994319670622,,,,,,,,,,0.0164135109624959,11.360334954447726,,,,,,,
10.29572397858386,,,,,,,,,,0.016483461093999816,11.345459195528827,,,,,,,
10.30947197086006,,,,,,,,,,0.016553709334842327,11.330602915630957,,,,,,,
10.323238320979964,,,,,,,,,,0.016624256955488224,11.315766089247354,,,,,,,
10.337023053457003,,,,,,,,,,0.016695105231816658,11.300948690904681,,,,,,,
10.350826192837335,,,,,,,,,,0.016766255445144283,11.28615069516294,,,,,,,
10.3646477636999,,,,,,,,,,0.016837708882248354,11.271372076615439,,,,,,,
10.378487790656457,,,,,,,,,,0.01690946683539005,11.25661280988878,,,,,,,
10.39234629835163,,,,,,,,,,0.016981530602337827,11.24187286964277,,,,,,,
10.406223311462949,,,,,,,,,,0.017053901486390917,11.227152230570393,,,,,,,
10.420118854700899,,,,,,,,,,0.017126580796402845,11.212450867397795,,,,,,,
10.434032952808957,,,,,,,,,,0.01719956984680514,11.197768754884198,,,,,,,
10.447965630563646,,,,,,,,,,0.017272869957631123,11.18310586782188,,,,,,,
10.461916912774575,,,,,,,,,,0.017346482454539743,11.168462181036114,,,,,,,
10.475886824284464,,,,,,,,,,0.017420408668839506,11.153837669385176,,,,,,,
10.489875389969226,,,,,,,,,,0.017494649937512687,11.139232307760228,,,,,,,
10.503882634737984,,,,,,,,,,0.017569207603239396,11.124646071085316,,,,,,,
10.51790858353312,,,,,,,,,,0.01764408301442192,11.110078934317338,,,,,,,
10.531953261330328,,,,,,,,,,0.01771927752520907,11.095530872445968,,,,,,,
10.546016693138645,,,,,,,,,,0.01779479249552068,11.081001860493632,,,,,,,
10.560098904000506,,,,,,,,,,0.01787062929107224,11.066491873515478,,,,,,,
10.574199918991788,,,,,,,,,,0.017946789283399545,11.052000886599298,,,,,,,
10.588319763221847,,,,,,,,,,0.018023273849883517,11.037528874865517,,,,,,,
10.602458461833573,,,,,,,,,,0.018100084373775117,11.023075813467129,,,,,,,
10.616616040003423,,,,,,,,,,0.018177222244220394,11.00864167758968,,,,,,,
10.630792522941482,,,,,,,,,,0.018254688856285537,10.994226442451195,,,,,,,
10.644987935891493,,,,,,,,,,0.0183324856109822,10.979830083302144,,,,,,,
10.659202304130899,,,,,,,,,,0.018410613915292678,10.965452575425434,,,,,,,
10.673435652970909,,,,,,,,,,0.01848907518219558,10.951093894136312,,,,,,,
10.687688007756526,,,,,,,,,,0.018567870830691204,10.936754014782348,,,,,,,
10.701959393866595,,,,,,,,,,0.018647002285827274,10.922432912743412,,,,,,,
