Photon Energy / eV,4s,4p,5s,4d,5p,6s,4f,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18
10.2,,,,,,0.0004499999999999998,,,,,,,,,,,,
10.21362017100584,,,,,,0.00045577405625187045,,,,,,,,,,,,
10.22725852917425,,,,,,0.00046162220078285163,,,,,,,,,,,,
10.24091509879075,,,,,,0.0004675453842371461,,,,,,,,,,,,
10.25458990417328,,,,,,0.00047354456945689663,,,,,,,,,,,,
10.26828296967226,,,,,,0.000479620731638701,,,,,,,,,,,,
10.281994319670622,,,,,,0.0004857748584921348,,,,,,,,,,,,
10.29572397858386,,,,,,0.0004920079504003108,,,,,,,,,,,,
10.30947197086006,,,,,,0.0004983210205824863,,,,,,,,,,,,
10.323238320979964,,,,,,0.0005047150952587815,,,,,,,,,,,,
10.337023053457003,,,,,,0.0005111912138169869,,,,,,,,,,,,
10.350826192837335,,,,,,0.0005177504289815231,,,,,,,,,,,,
10.3646477636999,,,,,,0.0005243938069845665,,,,,,,,,,,,
10.378487790656457,,,,,,0.0005311224277393697,,,,,,,,,,,,
10.39234629835163,,,,,,0.0005379373850158079,,,,,,,,,,,,
10.406223311462949,,,,,,0.0005448397866181756,,,,,,,,,,,,
10.420118854700899,,,,,,0.0005518307545652656,,,,,,,,,,,,
10.434032952808957,,,,,,0.0005589114252727597,,,,,,,,,,,,
10.447965630563646,,,,,,0.0005660829497379555,,,,,,,,,,,,
10.461916912774575,,,,,,0.0005733464937268729,,,,,,,,,,,,
10.475886824284464,,,,,,0.0005807032379637435,,,,,,,,,,,,
10.489875389969226,,,,,,0.000588154378322957,,,,,,,,,,,,
10.503882634737984,,,,,,0.0005957011260234476,,,,,,,,,,,,
10.51790858353312,,,,,,0.000603344707825586,,,,,,,,,,,,
10.531953261330328,,,,,,0.0006110863662305935,,,,,,,,,,,,
10.546016693138645,,,,,,0.0006189273596825195,,,,,,,,,,,,
10.560098904000506,,,,,,0.0006268689627728053,,,,,,,,,,,,
10.574199918991788,,,,,,0.0006349124664474763,,,,,,,,,,,,
10.588319763221847,,,,,,0.000643059178216991,,,,,,,,,,,,
10.602458461833573,,,,,,0.0006513104223687835,,,,,,,,,,,,
10.616616040003423,,,,,,0.0006596675401825323,,,,,,,,,,,,
10.630792522941482,,,,,,0.0006681318901481924,,,,,,,,,,,,
10.644987935891493,,,,,,0.0006767048481868277,,,,,,,,,,,,
10.659202304130899,,,,,,0.0006853878078742595,,,,,,,,,,,,
10.673435652970909,,,,,,0.0006941821806676201,,,,,,,,,,,,
10.687688007756526,,,,,,0.000703089396134778,,,,,,,,,,,,
10.701959393866595,,,,,,0.0007121109021867246,,,,,,,,,,,,
10.716249836713851,,,,,,0.000721248165312939,,,,,,,,,,,,
10.730559361744964,,,,,,0.0007305026708197732,,,,,,,,,,,,
10.74488799444058,,,,,,0.0007398759230718956,,,,,,,,,,,,
10.75923576031537,,,,,,0.000749369445736833,,,,,,,,,,,,
10.77360268491808,,,,,,0.0007589847820326499,,,,,,,,,,,,
10.787988793831566,,,,,,0.000768723494978806,,,,,,,,,,,,
10.802394112672848,,,,,,0.0007785871676502332,,,,,,,,,,,,
10.816818667093155,,,,,,0.0007885774034346751,,,,,,,,,,,,
10.831262482777957,,,,,,0.0007986958262933104,,,,,,,,,,,,
10.845725585447031,,,,,,0.000808944081024759,,,,,,,,,,,,
10.860208000854502,,,,,,0.0008193238335324362,,,,,,,,,,,,
10.874709754788878,,,,,,0.0008298367710953574,,,,,,,,,,,,
10.889230873073103,,,,,,0.0008404846026424136,,,,,,,,,,,,
10.903771381564605,,,,,,0.0008512690590301656,,,,,,,,,,,,
10.91833130615534,,,,,,0.0008621918933242038,,,,,,,,,,,,
10.932910672771834,,,,,,0.0008732548810841166,,,,,,,,,,,,
