Photon Energy / eV,1s,2s,2p,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18
10.2,,,6.801,,,,,,,,,,,,,,,
10.21362017100584,,,6.786242294601801,,,,,,,,,,,,,,,
10.22725852917425,,,6.77151661241616,,,,,,,,,,,,,,,
10.24091509879075,,,6.7568228839548965,,,,,,,,,,,,,,,
10.25458990417328,,,6.742161039880608,,,,,,,,,,,,,,,
10.26828296967226,,,6.727531011006358,,,,,,,,,,,,,,,
10.281994319670622,,,6.712932728295332,,,,,,,,,,,,,,,
10.29572397858386,,,6.698366122860521,,,,,,,,,,,,,,,
10.30947197086006,,,6.683831125964407,,,,,,,,,,,,,,,
10.323238320979964,,,6.66932766901862,,,,,,,,,,,,,,,
10.337023053457003,,,6.6548556835836195,,,,,,,,,,,,,,,
10.350826192837335,,,6.640415101368376,,,,,,,,,,,,,,,
10.3646477636999,,,6.626005854230051,,,,,,,,,,,,,,,
10.378487790656457,,,6.6116278741736645,,,,,,,,,,,,,,,
10.39234629835163,,,6.597281093351788,,,,,,,,,,,,,,,
10.406223311462949,,,6.582965444064212,,,,,,,,,,,,,,,
10.420118854700899,,,6.568680858757635,,,,,,,,,,,,,,,
10.434032952808957,,,6.55442727002534,,,,,,,,,,,,,,,
10.447965630563646,,,6.540204610606877,,,,,,,,,,,,,,,
10.461916912774575,,,6.526012813387745,,,,,,,,,,,,,,,
10.475886824284464,,,6.5118518113990875,,,,,,,,,,,,,,,
10.489875389969226,,,6.497721537817355,,,,,,,,,,,,,,,
10.503882634737984,,,6.483621925964002,,,,,,,,,,,,,,,
10.51790858353312,,,6.469552909305175,,,,,,,,,,,,,,,
10.531953261330328,,,6.455514421451388,,,,,,,,,,,,,,,
10.546016693138645,,,6.441506396157225,,,,,,,,,,,,,,,
10.560098904000506,,,6.427528767321009,,,,,,,,,,,,,,,
10.574199918991788,,,6.413581468984502,,,,,,,,,,,,,,,
10.588319763221847,,,6.3996644353325935,,,,,,,,,,,,,,,
10.602458461833573,,,6.385777600692984,,,,,,,,,,,,,,,
10.616616040003423,,,6.3719208995358825,,,,,,,,,,,,,,,
10.630792522941482,,,6.358094266473689,,,,,,,,,,,,,,,
