Photon Energy / eV,3s,3p,4s,3d,4p,5s,4d,5p,6s,4f,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18
10.2,,,,,,,,,0.033,,,,,,,,,
10.21362017100584,,,,,,,,,0.033086699032926964,,,,,,,,,
10.22725852917425,,,,,,,,,0.03317362584531786,,,,,,,,,
10.24091509879075,,,,,,,,,0.03326078103560483,,,,,,,,,
10.25458990417328,,,,,,,,,0.033348165203792156,,,,,,,,,
10.26828296967226,,,,,,,,,0.03343577895146056,,,,,,,,,
10.281994319670622,,,,,,,,,0.033523622881771194,,,,,,,,,
10.29572397858386,,,,,,,,,0.03361169759946994,,,,,,,,,
10.30947197086006,,,,,,,,,0.033700003710891366,,,,,,,,,
10.323238320979964,,,,,,,,,0.03378854182396317,,,,,,,,,
10.337023053457003,,,,,,,,,0.03387731254821011,,,,,,,,,
10.350826192837335,,,,,,,,,0.033966316494758425,,,,,,,,,
10.3646477636999,,,,,,,,,0.03405555427633982,,,,,,,,,
10.378487790656457,,,,,,,,,0.03414502650729589,,,,,,,,,
10.39234629835163,,,,,,,,,0.034234733803582176,,,,,,,,,
10.406223311462949,,,,,,,,,0.034324676782772554,,,,,,,,,
10.420118854700899,,,,,,,,,0.03441485606406337,,,,,,,,,
10.434032952808957,,,,,,,,,0.034505272268277744,,,,,,,,,
10.447965630563646,,,,,,,,,0.0345959260178699,,,,,,,,,
10.461916912774575,,,,,,,,,0.034686817936929376,,,,,,,,,
10.475886824284464,,,,,,,,,0.034777948651185296,,,,,,,,,
10.489875389969226,,,,,,,,,0.03486931878801077,,,,,,,,,
10.503882634737984,,,,,,,,,0.03496092897642721,,,,,,,,,
10.51790858353312,,,,,,,,,0.03505277984710854,,,,,,,,,
10.531953261330328,,,,,,,,,0.03514487203238569,,,,,,,,,
10.546016693138645,,,,,,,,,0.03523720616625082,,,,,,,,,
10.560098904000506,,,,,,,,,0.03532978288436178,,,,,,,,,
10.574199918991788,,,,,,,,,0.03542260282404642,,,,,,,,,
10.588319763221847,,,,,,,,,0.03551566662430705,,,,,,,,,
