Photon Energy / eV,4s,4p,5s,4d,5p,6s,4f,5d,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18
10.2,,,,,,0.10339999999999999,,,,,,,,,,,,
10.21362017100584,,,,,,0.10301436570202299,,,,,,,,,,,,
10.22725852917425,,,,,,0.1026301696420709,,,,,,,,,,,,
10.24091509879075,,,,,,0.1022474064561794,,,,,,,,,,,,
10.25458990417328,,,,,,0.10186607080038929,,,,,,,,,,,,
10.26828296967226,,,,,,0.10148615735067183,,,,,,,,,,,,
10.281994319670622,,,,,,0.10110766080285452,,,,,,,,,,,,
10.29572397858386,,,,,,0.10073057587254676,,,,,,,,,,,,
10.30947197086006,,,,,,0.10035489729506679,,,,,,,,,,,,
10.323238320979964,,,,,,0.0999806198253672,,,,,,,,,,,,
10.337023053457003,,,,,,0.09960773823796235,,,,,,,,,,,,
10.350826192837335,,,,,,0.09923624732685525,,,,,,,,,,,,
10.3646477636999,,,,,,0.09886614190546489,,,,,,,,,,,,
10.378487790656457,,,,,,0.09849741680655377,,,,,,,,,,,,
10.39234629835163,,,,,,0.09813006688215586,,,,,,,,,,,,
10.406223311462949,,,,,,0.09776408700350463,,,,,,,,,,,,
10.420118854700899,,,,,,0.0973994720609615,,,,,,,,,,,,
10.434032952808957,,,,,,0.09703621696394443,,,,,,,,,,,,
10.447965630563646,,,,,,0.09667431664085706,,,,,,,,,,,,
10.461916912774575,,,,,,0.09631376603901746,,,,,,,,,,,,
10.475886824284464,,,,,,0.09595456012458828,,,,,,,,,,,,
10.489875389969226,,,,,,0.0955966938825057,,,,,,,,,,,,
10.503882634737984,,,,,,0.09524016231640987,,,,,,,,,,,,
10.51790858353312,,,,,,0.09488496044857521,,,,,,,,,,,,
10.531953261330328,,,,,,0.09453108331984056,,,,,,,,,,,,
10.546016693138645,,,,,,0.09417852598954025,,,,,,,,,,,,
10.560098904000506,,,,,,0.09382728353543497,,,,,,,,,,,,
10.574199918991788,,,,,,0.09347735105364313,,,,,,,,,,,,
10.588319763221847,,,,,,0.09312872365857232,,,,,,,,,,,,
10.602458461833573,,,,,,0.09278139648285115,,,,,,,,,,,,
10.616616040003423,,,,,,0.09243536467726131,,,,,,,,,,,,
10.630792522941482,,,,,,0.09209062341066977,,,,,,,,,,,,
10.644987935891493,,,,,,0.09174716786996133,,,,,,,,,,,,
10.659202304130899,,,,,,0.09140499325997187,,,,,,,,,,,,
10.673435652970909,,,,,,0.09106409480342058,,,,,,,,,,,,
10.687688007756526,,,,,,0.0907244677408439,,,,,,,,,,,,
10.701959393866595,,,,,,0.09038610733052883,,,,,,,,,,,,
10.716249836713851,,,,,,0.0900490088484468,,,,,,,,,,,,
10.730559361744964,,,,,,0.08971316758818765,,,,,,,,,,,,
10.74488799444058,,,,,,0.089378578860894,,,,,,,,,,,,
10.75923576031537,,,,,,0.0890452379951957,,,,,,,,,,,,
10.77360268491808,,,,,,0.08871314033714471,,,,,,,,,,,,
10.787988793831566,,,,,,0.08838228125015002,,,,,,,,,,,,
10.802394112672848,,,,,,0.088052656114913,,,,,,,,,,,,
10.816818667093155,,,,,,0.08772426032936272,,,,,,,,,,,,
10.831262482777957,,,,,,0.08739708930859226,,,,,,,,,,,,
10.845725585447031,,,,,,0.08707113848479388,,,,,,,,,,,,
10.860208000854502,,,,,,0.08674640330719578,,,,,,,,,,,,
10.874709754788878,,,,,,0.08642287924199848,,,,,,,,,,,,
10.889230873073103,,,,,,0.08610056177231146,,,,,,,,,,,,
10.903771381564605,,,,,,0.08577944639809007,,,,,,,,,,,,
10.91833130615534,,,,,,0.08545952863607281,,,,,,,,,,,,
10.932910672771834,,,,,,0.08514080401971869,,,,,,,,,,,,
10.947509507375239,,,,,,0.08482326809914477,,,,,,,,,,,,
10.962127835961367,,,,,,0.08450691644106421,,,,,,,,,,,,
10.976765684560746,,,,,,0.08419174462872427,,,,,,,,,,,,
10.991423079238663,,,,,,0.08387774826184456,,,,,,,,,,,,
11.006100046095213,,,,,,0.0835649229565558,,,,,,,,,,,,
11.02079661126533,,,,,,0.08325326434533864,,,,,,,,,,,,
11.035512800918863,,,,,,0.08294276807696235,,,,,,,,,,,,
11.050248641260591,,,,,,0.08263342981642435,,,,,,,,,,,,
11.0650041585303,,,,,,0.0823252452448896,,,,,,,,,,,,
11.079779379002801,,,,,,0.08201821005963043,,,,,,,,,,,,
11.094574328987996,,,,,,0.08171231997396625,,,,,,,,,,,,
11.109389034830919,,,,,,0.08140757071720385,,,,,,,,,,,,
11.124223522911782,,,,,,0.0811039580345777,,,,,,,,,,,,
11.13907781964602,,,,,,0.08080147768719066,,,,,,,,,,,,
11.153951951484348,,,,,,0.08050012545195465,,,,,,,,,,,,
11.168845944912793,,,,,,0.08019989712153176,,,,,,,,,,,,
11.183759826452752,,,,,,0.07990078850427558,,,,,,,,,,,,
11.198693622661045,,,,,,0.0796027954241724,,,,,,,,,,,,
11.213647360129933,,,,,,0.07930591372078354,,,,,,,,,,,,
11.228621065487202,,,,,,0.07901013924918644,,,,,,,,,,,,
11.243614765396194,,,,,,0.07871546787991734,,,,,,,,,,,,
11.258628486555848,,,,,,0.07842189549891344,,,,,,,,,,,,
11.273662255700762,,,,,,0.07812941800745551,,,,,,,,,,,,
11.288716099601224,,,,,,0.07783803132211067,,,,,,,,,,,,
11.303790045063277,,,,,,0.07754773137467533,,,,,,,,,,,,
11.318884118928755,,,,,,0.07725851411211844,,,,,,,,,,,,
11.333998348075333,,,,,,0.07697037549652488,,,,,,,,,,,,
