Photon Energy / eV,1s,2s,2p,3s,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18
10.2,,,,0.1081,,,,,,,,,,,,,,
10.21362017100584,,,,0.10812564169754747,,,,,,,,,,,,,,
10.22725852917425,,,,0.10815128947739519,,,,,,,,,,,,,,
10.24091509879075,,,,0.10817694334098583,,,,,,,,,,,,,,
10.25458990417328,,,,0.10820260328976254,,,,,,,,,,,,,,
10.26828296967226,,,,0.1082282693251687,,,,,,,,,,,,,,
10.281994319670622,,,,0.10825394144864811,,,,,,,,,,,,,,
10.29572397858386,,,,0.10827961966164486,,,,,,,,,,,,,,
10.30947197086006,,,,0.10830530396560344,,,,,,,,,,,,,,
10.323238320979964,,,,0.10833099436196858,,,,,,,,,,,,,,
10.337023053457003,,,,0.10835669085218551,,,,,,,,,,,,,,
10.350826192837335,,,,0.10838239343769963,,,,,,,,,,,,,,
10.3646477636999,,,,0.1084081021199568,,,,,,,,,,,,,,
10.378487790656457,,,,0.10843381690040323,,,,,,,,,,,,,,
10.39234629835163,,,,0.10845953778048535,,,,,,,,,,,,,,
10.406223311462949,,,,0.10848526476165009,,,,,,,,,,,,,,
10.420118854700899,,,,0.1085109978453446,,,,,,,,,,,,,,
10.434032952808957,,,,0.10853673703301642,,,,,,,,,,,,,,
10.447965630563646,,,,0.10856248232611349,,,,,,,,,,,,,,
10.461916912774575,,,,0.108588233726084,,,,,,,,,,,,,,
10.475886824284464,,,,0.10861399123437648,,,,,,,,,,,,,,
10.489875389969226,,,,0.1086397548524399,,,,,,,,,,,,,,
10.503882634737984,,,,0.10866552458172354,,,,,,,,,,,,,,
10.51790858353312,,,,0.10869130042367693,,,,,,,,,,,,,,
10.531953261330328,,,,0.10871708237975009,,,,,,,,,,,,,,
10.546016693138645,,,,0.10874287045139325,,,,,,,,,,,,,,
10.560098904000506,,,,0.10876866464005709,,,,,,,,,,,,,,
10.574199918991788,,,,0.10879446494719254,,,,,,,,,,,,,,
10.588319763221847,,,,0.10882027137425096,,,,,,,,,,,,,,
10.602458461833573,,,,0.10884608392268404,,,,,,,,,,,,,,
10.616616040003423,,,,0.10887190259394372,,,,,,,,,,,,,,
10.630792522941482,,,,0.10889772738948243,,,,,,,,,,,,,,
10.644987935891493,,,,0.10892355831075282,,,,,,,,,,,,,,
10.659202304130899,,,,0.10894939535920796,,,,,,,,,,,,,,
10.673435652970909,,,,0.10897523853630121,,,,,,,,,,,,,,
10.687688007756526,,,,0.10900108784348636,,,,,,,,,,,,,,
10.701959393866595,,,,0.10902694328221742,,,,,,,,,,,,,,
10.716249836713851,,,,0.10905280485394889,,,,,,,,,,,,,,
10.730559361744964,,,,0.10907867256013545,,,,,,,,,,,,,,
10.74488799444058,,,,0.10910454640223227,,,,,,,,,,,,,,
10.75923576031537,,,,0.10913042638169484,,,,,,,,,,,,,,
10.77360268491808,,,,0.1091563124999789,,,,,,,,,,,,,,
10.787988793831566,,,,0.10918220475854064,,,,,,,,,,,,,,
10.802394112672848,,,,0.10920810315883651,,,,,,,,,,,,,,
10.816818667093155,,,,0.10923400770232343,,,,,,,,,,,,,,
10.831262482777957,,,,0.1092599183904585,,,,,,,,,,,,,,
10.845725585447031,,,,0.10928583522469931,,,,,,,,,,,,,,
10.860208000854502,,,,0.10931175820650371,,,,,,,,,,,,,,
10.874709754788878,,,,0.10933768733732992,,,,,,,,,,,,,,
10.889230873073103,,,,0.10936362261863655,,,,,,,,,,,,,,
10.903771381564605,,,,0.10938956405188245,,,,,,,,,,,,,,
10.91833130615534,,,,0.10941551163852696,,,,,,,,,,,,,,
10.932910672771834,,,,0.10944146538002962,,,,,,,,,,,,,,
10.947509507375239,,,,0.10946742527785043,,,,,,,,,,,,,,
10.962127835961367,,,,0.10949339133344964,,,,,,,,,,,,,,
10.976765684560746,,,,0.10951936354828794,,,,,,,,,,,,,,
10.991423079238663,,,,0.10954534192382633,,,,,,,,,,,,,,
11.006100046095213,,,,0.10957132646152612,,,,,,,,,,,,,,
11.02079661126533,,,,0.10959731716284898,,,,,,,,,,,,,,
11.035512800918863,,,,0.10962331402925697,,,,,,,,,,,,,,
11.050248641260591,,,,0.10964931706221251,,,,,,,,,,,,,,
11.0650041585303,,,,0.10967532626317823,,,,,,,,,,,,,,
11.079779379002801,,,,0.1097013416336173,,,,,,,,,,,,,,
11.094574328987996,,,,0.10972736317499308,,,,,,,,,,,,,,
11.109389034830919,,,,0.10975339088876938,,,,,,,,,,,,,,
11.124223522911782,,,,0.10977942477641026,,,,,,,,,,,,,,
11.13907781964602,,,,0.10980546483938021,,,,,,,,,,,,,,
11.153951951484348,,,,0.10983151107914409,,,,,,,,,,,,,,
11.168845944912793,,,,0.10985756349716697,,,,,,,,,,,,,,
11.183759826452752,,,,0.10988362209491441,,,,,,,,,,,,,,
11.198693622661045,,,,0.10990968687385223,,,,,,,,,,,,,,
11.213647360129933,,,,0.10993575783544668,,,,,,,,,,,,,,
11.228621065487202,,,,0.10996183498116424,,,,,,,,,,,,,,
11.243614765396194,,,,0.10998791831247187,,,,,,,,,,,,,,
11.258628486555848,,,,0.11001400783083676,,,,,,,,,,,,,,
11.273662255700762,,,,0.11004010353772652,,,,,,,,,,,,,,
11.288716099601224,,,,0.11006620543460913,,,,,,,,,,,,,,
11.303790045063277,,,,0.11009231352295282,,,,,,,,,,,,,,
11.318884118928755,,,,0.11011842780422626,,,,,,,,,,,,,,
11.333998348075333,,,,0.1101445482798984,,,,,,,,,,,,,,
11.349132759416577,,,,0.11017067495143863,,,,,,,,,,,,,,
11.364287379901992,,,,0.11019680782031659,,,,,,,,,,,,,,
11.379462236517073,,,,0.11022294688800231,,,,,,,,,,,,,,
11.394657356283334,,,,0.11024909215596618,,,,,,,,,,,,,,
11.409872766258385,,,,0.11027524362567893,,,,,,,,,,,,,,
11.425108493535966,,,,0.11030140129861163,,,,,,,,,,,,,,
11.440364565245988,,,,0.1103275651762357,,,,,,,,,,,,,,
11.455641008554595,,,,0.11035373526002293,,,,,,,,,,,,,,
11.470937850664205,,,,0.11037991155144543,,,,,,,,,,,,,,
11.48625511881356,,,,0.11040609405197568,,,,,,,,,,,,,,
11.50159284027777,,,,0.1104322827630865,,,,,,,,,,,,,,
11.516951042368369,,,,0.11045847768625104,,,,,,,,,,,,,,
11.532329752433364,,,,0.11048467882294288,,,,,,,,,,,,,,
11.547728997857273,,,,0.11051088617463584,,,,,,,,,,,,,,
11.563148806061186,,,,0.11053709974280417,,,,,,,,,,,,,,
11.578589204502812,,,,0.11056331952892241,,,,,,,,,,,,,,
11.594050220676507,,,,0.11058954553446547,,,,,,,,,,,,,,
11.60953188211336,,,,0.11061577776090864,,,,,,,,,,,,,,
11.625034216381218,,,,0.11064201620972758,,,,,,,,,,,,,,
11.640557251084733,,,,0.11066826088239817,,,,,,,,,,,,,,
11.656101013865422,,,,0.11069451178039683,,,,,,,,,,,,,,
11.671665532401715,,,,0.11072076890520013,,,,,,,,,,,,,,
11.687250834408998,,,,0.11074703225828515,,,,,,,,,,,,,,
11.702856947639663,,,,0.11077330184112928,,,,,,,,,,,,,,
11.718483899883166,,,,0.11079957765521017,,,,,,,,,,,,,,
11.734131718966067,,,,0.11082585970200598,,,,,,,,,,,,,,
11.749800432752084,,,,0.11085214798299503,,,,,,,,,,,,,,
11.765490069142146,,,,0.11087844249965619,,,,,,,,,,,,,,
11.781200656074423,,,,0.1109047432534685,,,,,,,,,,,,,,
11.796932221524408,,,,0.1109310502459115,,,,,,,,,,,,,,
11.812684793504943,,,,0.11095736347846497,,,,,,,,,,,,,,
11.828458400066278,,,,0.1109836829526091,,,,,,,,,,,,,,
11.844253069296117,,,,0.11101000866982443,,,,,,,,,,,,,,
11.860068829319673,,,,0.1110363406315918,,,,,,,,,,,,,,
11.875905708299708,,,,0.11106267883939251,,,,,,,,,,,,,,
11.891763734436596,,,,0.11108902329470806,,,,,,,,,,,,,,
11.907642935968369,,,,0.11111537399902045,,,,,,,,,,,,,,
11.923543341170758,,,,0.11114173095381193,,,,,,,,,,,,,,
11.939464978357256,,,,0.11116809416056511,,,,,,,,,,,,,,
11.955407875879164,,,,0.11119446362076305,,,,,,,,,,,,,,
11.971372062125644,,,,0.11122083933588904,,,,,,,,,,,,,,
11.98735756552375,,,,0.11124722130742676,,,,,,,,,,,,,,
12.003364414538513,,,,0.11127360953686029,,,,,,,,,,,,,,
12.019392637672967,,,,0.11130000402567397,,,,,,,,,,,,,,
